131
-1, 13, 14, 26, 13.1529, 5, 7.81025, 13, 18.6815, 24.5153, 30.4138, 7.07107, 15.2643, 9.48683, 10.4403, 11.4018, 12.3693, 14.4222, 15, 16.1555, 19.2094, 23.4307, 28.3019, 33.541, 15.8114, 18.1108, 18, 18.1108, 18.4391, 18.9737, 19.6977, 20.5913, 21.6333, 22.8035, 24.0832, 25.4558, 26.9072, 28.4253, 30, 31.6228, 33.2866, 34.1321, 35.8469, 36.7151, 25.0799, 25.0799, 26.5707, 26.9258, 27.313, 28.178, 29.1548, 29.6816, 25.318, 28.1603, 28.8617, 31.7648, 32.7567, 35, 38.8973, 41.0366, 44.0454, 34.5398, 36.7151, 33.0606, 35.4683, 36.6742, 37.5899, 34.0588, 36.4005, 37.5766, 38.4708, 42.2019, 44.0454, 34.9285, 35.2278, 39.3573, 38.1182, 38.6394, 41.6293, 43.4166, 41, 42.2019, 45.1885, 46.0652, 46.5296, 47.0106, 48.8365, 50, 48.5077, 60.208, 61.2944, 57.2713, 57.0088, 58.2495, 64.8845, 68.884, 69.8355, 63.3877, 64.6297, 71.0282, 71, 71.0634, 77.8781, 78.721, 74.0068, 74.0608, 74.3303, 74.8131, 75.71, 77.201, 78.4347, 74.3303, 77.4145, 78.0577, 80.2808, 81.0432, 82.2192, 79.0569, 81.4923, 82.5651, 80.0562, 84.7585, 80.399, 81.0987, 84.2912, 84.7172, 85.5102, 86.5852, 87.6413, 84.2912, 107.912
13, -1, 1, 13, 26.0768, 13.9284, 8.60233, 5.09902, 7.07107, 12.083, 17.72, 18.6815, 27.2029, 18.3576, 18.868, 19.4165, 20, 24.1868, 19.8494, 16.5529, 15.0333, 15.8114, 18.6011, 22.6716, 23.4307, 23.4307, 22.2036, 21.095, 20.1246, 19.3132, 18.6815, 18.2483, 18.0278, 18.0278, 18.2483, 18.6815, 19.3132, 20.1246, 21.095, 22.2036, 23.4307, 24.0832, 25.4558, 26.1725, 29.1548, 27.313, 25.318, 25.1794, 25.0799, 25, 25.0799, 25.1794, 30.2324, 29.7321, 28.6356, 28.0713, 28.2843, 29.1204, 31.305, 32.7567, 35, 32, 32.3883, 34.7851, 33, 33.1361, 33.3766, 35.7351, 34, 34.1321, 34.3657, 36.0555, 37.1618, 39.9625, 36.1386, 35.3553, 39.2938, 38.4708, 38.2099, 38.833, 40.1995, 41.1096, 41.4367, 41.7732, 41.9762, 42.2019, 48.1664, 48.0104, 52, 54.4243, 55.1543, 56.0089, 58.6941, 57.0088, 59.7746, 63.8905, 64.5136, 66.0984, 64.1249, 72.5672, 72.1803, 71.7008, 73.4983, 74.0405, 75.3127, 74.6726, 74.2428, 74.027, 74.0608, 74.5453, 75.1332, 76.6551, 77.1622, 79.6241, 78.2304, 78.5175, 79.0759, 80.604, 79.3095, 79.7621, 81.5843, 81.3941, 82.7103, 81.4985, 84.214, 84.0238, 84.0536, 84.3801, 84.8528, 86.3481, 107.005
14, 1, -1, 12, 27.074, 14.8661, 9.43398, 5.38516, 6.40312, 11.1803, 16.7631, 19.6469, 28.1603, 19.2354, 19.7231, 20.2485, 20.8087, 25.0599, 20.5183, 17, 15.1327, 15.5242, 18.0278, 21.9317, 24.2074, 24.0832, 22.8035, 21.6333, 20.5913, 19.6977, 18.9737, 18.4391, 18.1108, 18, 18.1108, 18.4391, 18.9737, 19.6977, 20.5913, 21.6333, 22.8035, 23.4307, 24.7588, 25.4558, 29.6816, 27.7308, 25.4951, 25.318, 25.1794, 25.02, 25.02, 25.0799, 30.8058, 30.0832, 28.8617, 28.0179, 28.1603, 28.8617, 30.8707, 32.249, 34.4093, 32.0156, 32.249, 35.1141, 33.0151, 33.0606, 33.2415, 36.0555, 34.0147, 34.0588, 34.2345, 35.7351, 36.7696, 40.4969, 36.4005, 35.2278, 39.5601, 38.6394, 38.1182, 38.6394, 40.3113, 41.1947, 41.3038, 41.5933, 41.7732, 41.9762, 48.2597, 48, 52.3927, 54.0833, 54.7814, 56.0357, 58.9406, 57.0351, 59.4811, 63.6003, 64.195, 66.4078, 64.195, 72.7805, 72.3671, 71.8471, 73.2462, 73.7631, 75.505, 74.8131, 74.3303, 74.0608, 74.027, 74.4312, 74.9667, 76.922, 77.2334, 79.8311, 78.1601, 78.4092, 78.9177, 80.8084, 79.2275, 79.6304, 81.7863, 81.2158, 82.9699, 81.6149, 84.2912, 84.0536, 84.0238, 84.2912, 84.7172, 86.5852, 107
26, 13, 12, -1, 39.0512, 26.4764, 20.6155, 14.8661, 9.43398, 5.38516, 6.40312, 31.4006, 39.8121, 30.3645, 30.6757, 31.0161, 31.3847, 36.0555, 30.0167, 25, 20.5183, 17, 15.1327, 15.5242, 34.4384, 33.2866, 31.6228, 30, 28.4253, 26.9072, 25.4558, 24.0832, 22.8035, 21.6333, 20.5913, 19.6977, 18.9737, 18.4391, 18.1108, 18, 18.1108, 18.2483, 18.6815, 18.9737, 37.5366, 34.6554, 30.2324, 29.6816, 29.1548, 28.178, 27.313, 26.9258, 39.0512, 36.2353, 33.8378, 30.0832, 29.4109, 28.4429, 28.0179, 28.2843, 29.1204, 34.5398, 32.9848, 40.8044, 35.4683, 34.4819, 33.9559, 41.6173, 36.4005, 35.4401, 34.9285, 34.0147, 34.0588, 48.0833, 41.3401, 35.9026, 44.4185, 42.4853, 39.0512, 38.3275, 43.4626, 44.0114, 41.5933, 41.3038, 41.1947, 41.1096, 50.9215, 49.4773, 58.2495, 51.3517, 51.6236, 57.7235, 63.0714, 58.6941, 57.2189, 61.2944, 61.5224, 71.1196, 66.2193, 76.3217, 75.6108, 74.6324, 71.2531, 71.4493, 78.7718, 77.4919, 76.4003, 75.505, 74.6726, 74.108, 74, 81.0247, 79.0759, 83.2166, 78.3135, 78.1025, 78, 84.1546, 79.2275, 79.0253, 85.0941, 80.025, 86.9253, 83.9345, 86.122, 85.3288, 84.5931, 84.1487, 84.006, 90.2497, 107.671
13.1529, 26.0768, 27.074, 39.0512, -1, 13.3417, 19.2354, 25.1794, 31.1448, 37.1214, 43.1045, 8.544, 6, 12.2066, 12.8062, 13.4536, 14.1421, 11.1803, 18.3848, 23.0217, 28.178, 33.6155, 39.2173, 44.9222, 15.2643, 19.4165, 20.6155, 21.9317, 23.3452, 24.8395, 26.4008, 28.0179, 29.6816, 31.3847, 33.121, 34.8855, 36.6742, 38.4838, 40.3113, 42.1545, 44.0114, 44.9444, 46.8188, 47.7598, 25.4951, 27.4591, 31.8277, 32.5269, 33.2415, 34.7131, 36.2353, 37.0135, 24.6982, 30.5287, 32.8024, 38.2099, 39.6989, 42.8019, 47.7074, 50.2494, 53.7122, 39.6989, 43.1393, 34.4384, 40.4599, 42.45, 43.8406, 35.3412, 41.2311, 43.1856, 44.5533, 49.679, 52.0096, 32.3883, 37.1214, 45.2769, 39.3954, 41.1825, 46.8615, 49.5177, 43.909, 45.2769, 50.448, 51.7397, 52.4023, 53.0754, 50.9902, 53.3385, 46.3897, 66.5282, 67.897, 59.5063, 56.2939, 60.4152, 70.4344, 74.2024, 75.4321, 61.2944, 65.7875, 69.8713, 70.214, 70.8308, 82.3772, 83.4865, 72.9932, 73.7564, 74.7262, 75.8947, 77.6209, 80.0562, 81.8841, 72.2496, 77.8845, 76.6551, 82.4621, 83.672, 85.4225, 77.6466, 83.7735, 85.4283, 78.6384, 88.1192, 78.1601, 80.8084, 84.4038, 85.44, 86.977, 88.7694, 90.377, 82.2192, 108.416
5, 13.9284, 14.8661, 26.4764, 13.3417, -1, 6, 12, 18, 24, 30, 5, 13.3417, 5, 5.83095, 6.7082, 7.61577, 10.6301, 10, 11.6619, 15.6205, 20.5913, 26, 31.6228, 11.1803, 13.1529, 13, 13.1529, 13.6015, 14.3178, 15.2643, 16.4012, 17.6918, 19.105, 20.6155, 22.2036, 23.8537, 25.5539, 27.2947, 29.0689, 30.8707, 31.7805, 33.6155, 34.5398, 20.0998, 20.0998, 21.9317, 22.3607, 22.8254, 23.8537, 25, 25.6125, 20.3961, 23.1948, 24.0416, 27.4591, 28.6007, 31.1448, 35.4683, 37.8021, 41.0488, 29.9666, 32.45, 28.0713, 30.8707, 32.249, 33.2866, 29.0689, 31.7805, 33.121, 34.1321, 38.2884, 40.3113, 30.0832, 30.2655, 34.9857, 33.1361, 33.7343, 37.1214, 39.1152, 36.1386, 37.3631, 40.7063, 41.6773, 42.19, 42.72, 43.9318, 45.2217, 43.566, 56.0357, 57.2014, 52.3927, 52.0096, 53.3667, 60.5392, 64.4981, 65.5134, 58.4209, 59.6825, 66.0303, 66, 66.0681, 73.3485, 74.2428, 69.0072, 69.0652, 69.3542, 69.8713, 70.8308, 72.4224, 73.736, 69.3542, 72.4431, 73.0616, 75.4321, 76.243, 77.4919, 74.0608, 76.6551, 77.7946, 75.06, 80.0562, 75.4255, 76.1052, 79.3095, 79.7621, 80.604, 81.7435, 82.8613, 79.3095, 102.956
7.81025, 8.60233, 9.43398, 20.6155, 19.2354, 6, -1, 6, 12, 18, 24, 11, 19.2354, 9.84886, 10.2956, 10.8167, 11.4018, 15.6525, 11.6619, 10, 11.6619, 15.6205, 20.5913, 26, 14.8661, 15.2643, 14.3178, 13.6015, 13.1529, 13, 13.1529, 13.6015, 14.3178, 15.2643, 16.4012, 17.6918, 19.105, 20.6155, 22.2036, 23.8537, 25.5539, 26.4197, 28.178, 29.0689, 21.5407, 20.3961, 20.2237, 20.3961, 20.6155, 21.1896, 21.9317, 22.3607, 22.3607, 23.1948, 23.0217, 24.6982, 25.4951, 27.4591, 31.1448, 33.2415, 36.2353, 27.8927, 29.5466, 28.2843, 28.8617, 29.7321, 30.4631, 29.2746, 29.8329, 30.6757, 31.3847, 34.6699, 36.4005, 32.2025, 30.0666, 32.311, 33.1361, 33.0151, 34.7851, 36.2491, 35.1283, 36.2215, 38.2753, 39, 39.3954, 39.8121, 43.1045, 43.7379, 44.9222, 52.8394, 53.8516, 51.3517, 52.469, 52.345, 57.6975, 61.7414, 62.6099, 59.439, 59.0762, 66.4831, 66.2722, 66.0681, 70.9366, 71.6938, 69.3542, 69.0652, 69.0072, 69.1809, 69.7209, 70.8308, 71.8401, 70.214, 72.0278, 73.5527, 74.1485, 74.7329, 75.6902, 74.5453, 75.3127, 76.1577, 75.5381, 78.1601, 76.2955, 76.0263, 79.0063, 79.1581, 79.6304, 80.4114, 81.2527, 80.0625, 102.313
13, 5.09902, 5.38516, 14.8661, 25.1794, 12, 6, -1, 6, 12, 18, 17, 25.1794, 15.5242, 15.8114, 16.1555, 16.5529, 21.1896, 15.6205, 11.6619, 10, 11.6619, 15.6205, 20.5913, 19.7231, 19.105, 17.6918, 16.4012, 15.2643, 14.3178, 13.6015, 13.1529, 13, 13.1529, 13.6015, 14.3178, 15.2643, 16.4012, 17.6918, 19.105, 20.6155, 21.4009, 23.0217, 23.8537, 24.4131, 22.3607, 20.2237, 20.0998, 20.025, 20.025, 20.2237, 20.3961, 25.6125, 24.6982, 23.5372, 23.1948, 23.5372, 24.6982, 27.4591, 29.2062, 31.8277, 27.0185, 27.6586, 29.7321, 28.0179, 28.2843, 28.6356, 30.6757, 29.0172, 29.2746, 29.6142, 31.7805, 33.121, 35.2278, 31.0483, 30.5941, 34.2053, 33.3766, 33.3766, 34.2053, 35.1283, 36.0555, 36.6742, 37.108, 37.3631, 37.6431, 43.1045, 43.0465, 47.0106, 50.1597, 50.9902, 51, 53.6004, 52, 55.3624, 59.4643, 60.1664, 61.0328, 59.0762, 67.4685, 67.082, 66.6108, 68.9638, 69.5701, 70.214, 69.5845, 69.1809, 69.0072, 69.1158, 69.7209, 70.406, 71.5681, 72.111, 74.5252, 73.3348, 73.6817, 74.3303, 75.505, 74.4312, 74.9667, 76.4853, 76.6877, 77.6209, 76.4199, 79.1581, 79.0063, 79.1012, 79.511, 80.0625, 81.2527, 102.02
18.6815, 7.07107, 6.40312, 9.43398, 31.1448, 18, 12, 6, -1, 6, 12, 23, 31.1448, 21.3776, 21.587, 21.8403, 22.1359, 26.9258, 20.5913, 15.6205, 11.6619, 10, 11.6619, 15.6205, 25.0799, 23.8537, 22.2036, 20.6155, 19.105, 17.6918, 16.4012, 15.2643, 14.3178, 13.6015, 13.1529, 13, 13.1529, 13.6015, 14.3178, 15.2643, 16.4012, 17.0294, 18.3848, 19.105, 28.2843, 25.6125, 21.9317, 21.5407, 21.1896, 20.6155, 20.2237, 20.0998, 29.7321, 27.4591, 25.4951, 23.1948, 23.0217, 23.1948, 24.6982, 25.9422, 28.0179, 27.4591, 27, 32.249, 28.4429, 28.0713, 28, 33.121, 29.4279, 29.0689, 29, 29.8329, 30.6757, 38.9487, 33.1059, 30, 36.2491, 34.7851, 33.0151, 33.1361, 36.1386, 36.8782, 36.0139, 36.1248, 36.2215, 36.3456, 43.9318, 43.1856, 49.7393, 48.0833, 48.7032, 51.3517, 55.3624, 52.345, 53.6004, 57.7235, 58.2409, 63.1585, 59.6825, 68.9638, 68.4105, 67.6831, 67.4685, 67.9117, 71.5681, 70.6116, 69.8713, 69.3542, 69.029, 69.1158, 69.4622, 73.3894, 72.6911, 75.9605, 73.0068, 73.1095, 73.437, 76.922, 74.027, 74.2428, 77.8845, 75.6637, 79.3788, 77.2787, 79.7621, 79.3095, 79.0253, 79.0569, 79.3095, 82.8613, 102.078
24.5153, 12.083, 11.1803, 5.38516, 37.1214, 24, 18, 12, 6, -1, 6, 29, 37.1214, 27.2947, 27.4591, 27.6586, 27.8927, 32.7567, 26, 20.5913, 15.6205, 11.6619, 10, 11.6619, 30.6757, 29.0689, 27.2947, 25.5539, 23.8537, 22.2036, 20.6155, 19.105, 17.6918, 16.4012, 15.2643, 14.3178, 13.6015, 13.1529, 13, 13.1529, 13.6015, 13.9284, 14.7648, 15.2643, 32.8024, 29.7321, 25, 24.4131, 23.8537, 22.8254, 21.9317, 21.5407, 34.4093, 31.1448, 28.6007, 24.6982, 24.0416, 23.1948, 23.1948, 23.7697, 25.0799, 29.1548, 27.6586, 35.609, 30.0832, 29.1204, 28.6356, 36.4005, 31.0161, 30.0832, 29.6142, 29.0172, 29.2746, 43.1856, 36.0555, 30.5941, 39.1152, 37.1214, 33.7343, 33.1361, 38.0789, 38.6264, 36.3456, 36.1248, 36.0555, 36.0139, 45.5412, 44.1475, 53.0094, 46.6905, 47.0744, 52.3927, 57.6975, 53.3667, 52.469, 56.5685, 56.8859, 65.7647, 60.8769, 70.9366, 70.2282, 69.2604, 66.4831, 66.7533, 73.3894, 72.1249, 71.0634, 70.214, 69.4622, 69.029, 69.029, 75.6439, 73.7564, 77.8332, 73.171, 73.0274, 73.0274, 78.7718, 74.108, 74, 79.712, 75.1066, 81.5414, 78.5875, 80.8084, 80.0625, 79.404, 79.0569, 79.0063, 84.8646, 102.489
